epoch,accuracy,loss,val_accuracy,val_loss
0,0.7741273045539856,1.7221156358718872,0.9412500262260437,0.2099916636943817
1,0.8921971321105957,0.27092257142066956,0.9712499976158142,0.09554943442344666
2,0.9332649111747742,0.16660763323307037,0.9662500023841858,0.11174393445253372
